"統計期","捷運站別","進站人次","出站人次","進站人次增減率[%]","出站人次增減率[%]"
"100年","港墘",3414345,3413231,25.02,26.00
"100年","文德",1538423,1476919,20.82,21.97
"100年","內湖",2565218,2604772,19.17,18.21
"100年","大湖公園",869725,860027,18.83,17.70
"100年","葫洲",2138054,2153562,32.50,29.54
"100年","東湖",2107979,2205852,58.42,62.72
"100年","南港軟體園區",308163,312792,62.78,67.64
"100年","南港展覽館BR",3292667,2544153,90.06,66.30
"100年","小碧潭",606267,654819,-12.13,-7.09
"100年","新店",3725406,3395263,2.59,1.48
"100年","新店區公所",3429427,3554638,3.46,3.88
"100年","七張",4881744,4608556,5.26,4.41
"100年","大坪林",6085644,5962903,2.84,3.63
"100年","景美",5252330,5179172,2.45,2.47
"100年","萬隆",2711541,2577393,4.71,4.31
"100年","公館",10454217,10339535,3.89,3.38
"100年","台電大樓",6507141,6379122,8.82,9.55
"100年","古亭",10024845,10109663,2.31,2.64
"100年","中正紀念堂",8747015,8776888,7.24,7.66
"100年","小南門",1541284,1675936,2.61,2.30
"100年","頂溪",9563618,9941104,4.41,4.23
"100年","永安市場",7133289,7077000,5.44,5.97
"100年","景安",7316186,7148840,8.21,8.57
"100年","南勢角",6067377,5767751,3.55,3.54
"100年","台大醫院",8454774,8691595,4.58,5.48
"100年","台北車站BL",29740313,26819562,4.15,2.90
"100年","台北車站R",27581951,29336485,10.63,12.67
"100年","中山R",11086541,11515968,2.36,1.88
"100年","雙連",7442630,8035261,1.57,0.61
"100年","民權西路R",7802472,8476311,-25.35,-20.38
"100年","圓山",10609162,9813691,29.07,29.78
"100年","劍潭",12926050,12827041,0.74,0.50
"100年","士林",9546394,9596116,6.32,6.36
"100年","芝山",7075244,7160765,13.01,11.71
"100年","明德",4166403,3964841,-2.38,-1.86
"100年","石牌",9555126,9928402,6.73,6.40
"100年","唭哩岸",2448462,2245287,4.66,4.71
"100年","奇岩",2684965,2137226,4.52,5.83
"100年","北投",5639729,6032038,3.75,3.42
"100年","新北投",2147757,2047247,10.40,11.86
"100年","復興崗",1171100,1155798,3.11,3.02
"100年","忠義",1041793,1061572,1.51,2.86
"100年","關渡",3815595,3971419,0.02,0.26
"100年","竹圍",3374596,3394665,2.08,2.08
"100年","紅樹林",2491923,2554088,5.84,6.16
"100年","淡水",13449899,13113757,6.46,6.31
"100年","頂埔",0,0,0,0
"100年","永寧",5401131,5291426,9.68,10.28
"100年","土城",2140300,2129449,5.69,5.41
"100年","海山",6326046,6265735,7.40,7.75
"100年","亞東醫院",5068760,4313308,8.29,8.70
"100年","府中",9190606,8968491,2.16,3.65
"100年","板橋",10547842,11111581,16.47,14.97
"100年","新埔",15254752,14507802,5.22,4.16
"100年","江子翠",7996056,7973335,5.11,5.51
"100年","龍山寺",9317067,8899255,4.49,4.00
"100年","西門",21344367,21636031,7.17,7.40
"100年","善導寺",6397311,6822766,6.84,5.46
"100年","忠孝新生BL",7147563,7186491,-3.44,-6.94
"100年","忠孝復興BL",16315210,15867756,8.81,9.40
"100年","忠孝敦化",12743406,14153878,12.62,11.76
"100年","國父紀念館",7734558,8452633,11.79,10.95
"100年","市政府",21312471,21788964,19.73,19.66
"100年","永春",6855933,6756406,9.06,9.05
"100年","後山埤",6718044,6671868,7.90,8.76
"100年","昆陽",5787248,6187921,-14.29,-15.43
"100年","南港",2836230,2442568,-29.05,-27.78
"100年","南港展覽館BL",2287578,2637674,0,0
"100年","象山",0,0,0,0
"100年","台北101/世貿",0,0,0,0
"100年","信義安和",0,0,0,0
"100年","大安R",0,0,0,0
"100年","大安森林公園",0,0,0,0
"100年","北門",0,0,0,0
"100年","中山G",0,0,0,0
"100年","松江南京G",0,0,0,0
"100年","南京復興G",0,0,0,0
"100年","台北小巨蛋",0,0,0,0
"100年","南京三民",0,0,0,0
"100年","松山",0,0,0,0
"100年","輔大",0,0,0,0
"100年","新莊",0,0,0,0
"100年","頭前庄",0,0,0,0
"100年","先嗇宮",0,0,0,0
"100年","三重",0,0,0,0
"100年","菜寮",0,0,0,0
"100年","台北橋",0,0,0,0
"100年","大橋頭",1942731,1799818,403.82,394.95
"100年","民權西路O",2158075,1154627,515.67,511.42
"100年","中山國小",2490066,2624512,541.28,522.47
"100年","行天宮",4113602,4473624,460.88,469.15
"100年","松江南京O",4436515,4756924,558.19,596.12
"100年","忠孝新生O",1363700,1327728,577.82,567.29
"100年","東門",0,0,0,0
"100年","蘆洲",2811639,2776553,328.04,294.98
"100年","三民高中",2975488,2961564,362.18,354.49
"100年","徐匯中學",2674996,2721758,392.81,392.26
"100年","三和國中",2841604,2758778,431.10,429.31
"100年","三重國小",2971844,3058104,416.38,392.75
"100年","迴龍",0,0,0,0
"100年","丹鳳",0,0,0,0
"100年","大坪林Y",0,0,0,0
"100年","十四張",0,0,0,0
"100年","秀朗橋",0,0,0,0
"100年","景平",0,0,0,0
"100年","景安Y",0,0,0,0
"100年","中和",0,0,0,0
"100年","橋和",0,0,0,0
"100年","中原",0,0,0,0
"100年","板新",0,0,0,0
"100年","板橋Y",0,0,0,0
"100年","新埔民生",0,0,0,0
"100年","頭前庄Y",0,0,0,0
"100年","幸福",0,0,0,0
"100年","新北產業園區",0,0,0,0
"100年","一日票",1284,1284,11.85,11.85
"100年","團體票",526449,526449,9.50,9.50
"100年","其他",397692,397692,6.52,6.52
"101年","松山機場",1716667,1588994,10.49,6.60
"101年","中山國中",5243484,5009954,-4.59,-4.16
"101年","南京復興BR",7156447,7868068,-0.87,-0.41
"101年","忠孝復興BR",2340511,2765380,-1.36,-1.32
"101年","大安BR",4964801,5145859,0.10,-1.04
"101年","科技大樓",4918815,4852389,0.59,0.97
"101年","六張犁",3949171,3877151,3.42,2.16
"101年","麟光",1346716,1256200,0.52,0.54
"101年","辛亥",1061519,1002521,1.12,1.66
"101年","萬芳醫院",4536517,4744334,1.04,1.21
"101年","萬芳社區",751331,620758,-0.49,-1.34
"101年","木柵",1468995,1477727,2.32,2.21
"101年","動物園",2660069,2705273,0.00,0.37
"101年","大直",2629837,2673880,4.98,5.69
"101年","劍南路",3435284,3426369,-3.26,-2.71
"101年","西湖",3718559,3843313,11.15,11.92
"101年","港墘",3721790,3759161,9.00,10.13
"101年","文德",1636069,1575461,6.35,6.67
"101年","內湖",2555979,2552301,-0.36,-2.01
"101年","大湖公園",932119,910285,7.17,5.84
"101年","葫洲",2345502,2343442,9.70,8.82
"101年","東湖",2447403,2543656,16.10,15.31
"101年","南港軟體園區",340705,346471,10.56,10.77
"101年","南港展覽館BR",4193420,2923897,27.36,14.93
"101年","小碧潭",580969,634477,-4.17,-3.11
"101年","新店",3948309,3613455,5.98,6.43
"101年","新店區公所",3510784,3610742,2.37,1.58
"101年","七張",4911884,4658406,0.62,1.08
"101年","大坪林",6194136,6115819,1.78,2.56
"101年","景美",5298298,5228723,0.88,0.96
"101年","萬隆",2822085,2669103,4.08,3.56
"101年","公館",10581420,10342638,1.22,0.03
"101年","台電大樓",6138929,6077611,-5.66,-4.73
"101年","古亭",10491624,10475947,4.66,3.62
"101年","中正紀念堂",8728055,8727650,-0.22,-0.56
"101年","小南門",1545041,1684654,0.24,0.52
"101年","頂溪",10010224,10405417,4.67,4.67
"101年","永安市場",7454144,7417419,4.50,4.81
"101年","景安",7584981,7440347,3.67,4.08
"101年","南勢角",6334487,6013383,4.40,4.26
"101年","台大醫院",8473564,8739480,0.22,0.55
"101年","台北車站BL",28674353,26163797,-3.58,-2.45
"101年","台北車站R",29117701,30702787,5.57,4.66
"101年","中山R",11279409,11692481,1.74,1.53
"101年","雙連",7645975,8211372,2.73,2.19
"101年","民權西路R",6633718,7091457,-14.98,-16.34
"101年","圓山",7802794,7295045,-26.45,-25.66
"101年","劍潭",12720792,12572483,-1.59,-1.98
"101年","士林",9533861,9556540,-0.13,-0.41
"101年","芝山",7537926,7615206,6.54,6.35
"101年","明德",4246023,4061962,1.91,2.45
"101年","石牌",9863448,10236671,3.23,3.10
"101年","唭哩岸",2537211,2329428,3.62,3.75
"101年","奇岩",2756418,2215293,2.66,3.65
"101年","北投",5781221,6172857,2.51,2.33
"101年","新北投",2317498,2235153,7.90,9.18
"101年","復興崗",1223749,1207594,4.50,4.48
"101年","忠義",1009719,1037187,-3.08,-2.30
"101年","關渡",3958907,4139901,3.76,4.24
"101年","竹圍",3484724,3474232,3.26,2.34
"101年","紅樹林",2594718,2674449,4.13,4.71
"101年","淡水",14118922,13765136,4.97,4.97
"101年","頂埔",0,0,0,0
"101年","永寧",5431364,5378126,0.56,1.64
"101年","土城",2241047,2221828,4.71,4.34
"101年","海山",6533205,6486019,3.27,3.52
"101年","亞東醫院",5425947,4620927,7.05,7.13
"101年","府中",9241665,9015986,0.56,0.53
"101年","板橋",11924465,12606738,13.05,13.46
"101年","新埔",14011796,12967821,-8.15,-10.61
"101年","江子翠",8157526,8134841,2.02,2.03
"101年","龍山寺",9582961,9104888,2.85,2.31
"101年","西門",20839347,21095653,-2.37,-2.50
"101年","善導寺",6675937,7068753,4.36,3.61
"101年","忠孝新生BL",7824344,7731192,9.47,7.58
"101年","忠孝復興BL",16454801,16190100,0.86,2.03
"101年","忠孝敦化",13851640,15120162,8.70,6.83
"101年","國父紀念館",8188091,9163382,5.86,8.41
"101年","市政府",22644976,23078487,6.25,5.92
"101年","永春",7113016,6998847,3.75,3.59
"101年","後山埤",6996040,7012286,4.14,5.10
"101年","昆陽",5317333,5678583,-8.12,-8.23
"101年","南港",2895118,2548145,2.08,4.32
"101年","南港展覽館BL",3568975,4234566,56.02,60.54
"101年","象山",0,0,0,0
"101年","台北101/世貿",0,0,0,0
"101年","信義安和",0,0,0,0
"101年","大安R",0,0,0,0
"101年","大安森林公園",0,0,0,0
"101年","北門",0,0,0,0
"101年","中山G",0,0,0,0
"101年","松江南京G",0,0,0,0
"101年","南京復興G",0,0,0,0
"101年","台北小巨蛋",0,0,0,0
"101年","南京三民",0,0,0,0
"101年","松山",0,0,0,0
"101年","輔大",5562273,5554396,0,0
"101年","新莊",2623071,2846487,0,0
"101年","頭前庄",1271735,1276754,0,0
"101年","先嗇宮",915822,862284,0,0
"101年","三重",905235,904469,0,0
"101年","菜寮",1937540,1878435,0,0
"101年","台北橋",1986405,2114802,0,0
"101年","大橋頭",3064971,2768135,57.77,53.80
"101年","民權西路O",2651209,1737575,22.85,50.49
"101年","中山國小",3670388,3724300,47.40,41.90
"101年","行天宮",5723488,6211551,39.14,38.85
"101年","松江南京O",6575737,7134885,48.22,49.99
"101年","忠孝新生O",1950081,1919580,43.00,44.58
"101年","東門",1469730,1512601,0,0
"101年","蘆洲",3368959,3212283,19.82,15.69
"101年","三民高中",3429044,3388089,15.24,14.40
"101年","徐匯中學",3317904,3420010,24.03,25.65
"101年","三和國中",3292534,3134113,15.87,13.61
"101年","三重國小",3224545,3202771,8.50,4.73
"101年","迴龍",0,0,0,0
"101年","丹鳳",0,0,0,0
"101年","大坪林Y",0,0,0,0
"101年","十四張",0,0,0,0
"101年","秀朗橋",0,0,0,0
"101年","景平",0,0,0,0
"101年","景安Y",0,0,0,0
"101年","中和",0,0,0,0
"101年","橋和",0,0,0,0
"101年","中原",0,0,0,0
"101年","板新",0,0,0,0
"101年","板橋Y",0,0,0,0
"101年","新埔民生",0,0,0,0
"101年","頭前庄Y",0,0,0,0
"101年","幸福",0,0,0,0
"101年","新北產業園區",0,0,0,0
"101年","一日票",1120,1120,-12.77,-12.77
"101年","團體票",444025,444025,-15.66,-15.66
"101年","其他",374201,374201,-5.91,-5.91
"102年","松山機場",1836070,1726548,6.96,8.66
"102年","中山國中",5159971,4931507,-1.59,-1.57
"102年","南京復興BR",7091331,7834123,-0.91,-0.43
"102年","忠孝復興BR",2311510,2770261,-1.24,0.18
"102年","大安BR",4798765,5021919,-3.34,-2.41
"102年","科技大樓",4780242,4741121,-2.82,-2.29
"102年","六張犁",3927139,3895383,-0.56,0.47
"102年","麟光",1348429,1254632,0.13,-0.12
"102年","辛亥",1066952,1011092,0.51,0.85
"102年","萬芳醫院",4534619,4750664,-0.04,0.13
"102年","萬芳社區",746847,615740,-0.60,-0.81
"102年","木柵",1460062,1437220,-0.61,-2.74
"102年","動物園",2768425,2852986,4.07,5.46
"102年","大直",2749852,2818509,4.56,5.41
"102年","劍南路",3648114,3659328,6.20,6.80
"102年","西湖",4001343,4172934,7.60,8.58
"102年","港墘",3930284,3967379,5.60,5.54
"102年","文德",1678472,1625426,2.59,3.17
"102年","內湖",2540166,2505559,-0.62,-1.83
"102年","大湖公園",961885,938275,3.19,3.07
"102年","葫洲",2471714,2467229,5.38,5.28
"102年","東湖",2573301,2653741,5.14,4.33
"102年","南港軟體園區",391248,398057,14.83,14.89
"102年","南港展覽館BR",4809133,3303792,14.68,12.99
"102年","小碧潭",679800,732728,17.01,15.49
"102年","新店",4072915,3709965,3.16,2.67
"102年","新店區公所",3633271,3722229,3.49,3.09
"102年","七張",5030781,4761534,2.42,2.21
"102年","大坪林",6387895,6311454,3.13,3.20
"102年","景美",5463835,5398413,3.12,3.25
"102年","萬隆",2972506,2801861,5.33,4.97
"102年","公館",10770610,10374852,1.79,0.31
"102年","台電大樓",6462327,6548390,5.27,7.75
"102年","古亭",11312754,11111674,7.83,6.07
"102年","中正紀念堂",8583393,8609264,-1.66,-1.36
"102年","小南門",1545093,1685765,0.00,0.07
"102年","頂溪",11184274,11559384,11.73,11.09
"102年","永安市場",8302285,8273300,11.38,11.54
"102年","景安",8383273,8217757,10.52,10.45
"102年","南勢角",6797459,6584214,7.31,9.49
"102年","台大醫院",8029453,8305266,-5.24,-4.97
"102年","台北車站BL",27923263,24993584,-2.62,-4.47
"102年","台北車站R",29571473,31576806,1.56,2.85
"102年","中山R",10877894,11206198,-3.56,-4.16
"102年","雙連",7524831,8055589,-1.58,-1.90
"102年","民權西路R",5946528,6304548,-10.36,-11.10
"102年","圓山",8819109,8473710,13.03,16.16
"102年","劍潭",12823326,12563648,0.81,-0.07
"102年","士林",9713317,9733374,1.88,1.85
"102年","芝山",7662647,7786966,1.65,2.26
"102年","明德",4277853,4095271,0.75,0.82
"102年","石牌",9983502,10374371,1.22,1.35
"102年","唭哩岸",2568674,2365194,1.24,1.54
"102年","奇岩",2793086,2263891,1.33,2.19
"102年","北投",5870607,6285850,1.55,1.83
"102年","新北投",2403525,2307296,3.71,3.23
"102年","復興崗",1233578,1221160,0.80,1.12
"102年","忠義",980326,1010428,-2.91,-2.58
"102年","關渡",4146053,4361285,4.73,5.35
"102年","竹圍",3506577,3542360,0.63,1.96
"102年","紅樹林",2588513,2553614,-0.24,-4.52
"102年","淡水",14690423,14344175,4.05,4.21
"102年","頂埔",0,0,0,0
"102年","永寧",5212643,5202642,-4.03,-3.26
"102年","土城",2289908,2264980,2.18,1.94
"102年","海山",6637812,6604188,1.60,1.82
"102年","亞東醫院",5782107,4948302,6.56,7.08
"102年","府中",9423822,9177438,1.97,1.79
"102年","板橋",12323115,13096680,3.34,3.89
"102年","新埔",13910772,12856636,-0.72,-0.86
"102年","江子翠",8189816,8189706,0.40,0.67
"102年","龍山寺",9651095,9149365,0.71,0.49
"102年","西門",21621938,21846034,3.76,3.56
"102年","善導寺",6845099,7225618,2.53,2.22
"102年","忠孝新生BL",8593868,8335009,9.83,7.81
"102年","忠孝復興BL",16799631,16507763,2.10,1.96
"102年","忠孝敦化",14148705,15375300,2.14,1.69
"102年","國父紀念館",8531449,9587116,4.19,4.62
"102年","市政府",23581222,24059843,4.13,4.25
"102年","永春",7170994,7060117,0.82,0.88
"102年","後山埤",7153117,7190032,2.25,2.53
"102年","昆陽",5157017,5426089,-3.01,-4.45
"102年","南港",3231392,2871812,11.62,12.70
"102年","南港展覽館BL",4199182,5128036,17.66,21.10
"102年","象山",555604,576601,0,0
"102年","台北101/世貿",1339040,1389834,0,0
"102年","信義安和",600962,634638,0,0
"102年","大安R",286197,255495,0,0
"102年","大安森林公園",532537,543316,0,0
"102年","北門",0,0,0,0
"102年","中山G",0,0,0,0
"102年","松江南京G",0,0,0,0
"102年","南京復興G",0,0,0,0
"102年","台北小巨蛋",0,0,0,0
"102年","南京三民",0,0,0,0
"102年","松山",0,0,0,0
"102年","輔大",4999562,5095938,-10.12,-8.25
"102年","新莊",2974489,3211435,13.40,12.82
"102年","頭前庄",1588961,1579076,24.94,23.68
"102年","先嗇宮",1096140,1040547,19.69,20.67
"102年","三重",1115829,1085515,23.26,20.02
"102年","菜寮",2440872,2326902,25.98,23.87
"102年","台北橋",2341589,2444016,17.88,15.57
"102年","大橋頭",3678162,3172713,20.01,14.62
"102年","民權西路O",3049134,2178797,15.01,25.39
"102年","中山國小",4634655,4643829,26.27,24.69
"102年","行天宮",7406048,7950214,29.40,27.99
"102年","松江南京O",9025318,9798254,37.25,37.33
"102年","忠孝新生O",2075643,2047842,6.44,6.68
"102年","東門",6489875,6738050,341.57,345.46
"102年","蘆洲",3663291,3430350,8.74,6.79
"102年","三民高中",3717555,3674942,8.41,8.47
"102年","徐匯中學",3645423,3765027,9.87,10.09
"102年","三和國中",3532211,3349202,7.28,6.86
"102年","三重國小",3463573,3445973,7.41,7.59
"102年","迴龍",1164052,1142997,0,0
"102年","丹鳳",1138167,1007494,0,0
"102年","大坪林Y",0,0,0,0
"102年","十四張",0,0,0,0
"102年","秀朗橋",0,0,0,0
"102年","景平",0,0,0,0
"102年","景安Y",0,0,0,0
"102年","中和",0,0,0,0
"102年","橋和",0,0,0,0
"102年","中原",0,0,0,0
"102年","板新",0,0,0,0
"102年","板橋Y",0,0,0,0
"102年","新埔民生",0,0,0,0
"102年","頭前庄Y",0,0,0,0
"102年","幸福",0,0,0,0
"102年","新北產業園區",0,0,0,0
"102年","一日票",1208,1208,7.86,7.86
"102年","團體票",471323,471323,6.15,6.15
"102年","其他",376056,376056,0.50,0.50
"103年","松山機場",1957390,1857025,6.61,7.56
"103年","中山國中",5294712,5106823,2.61,3.56
"103年","南京復興BR",7037986,7691797,-0.75,-1.82
"103年","忠孝復興BR",2305546,2839790,-0.26,2.51
"103年","大安BR",4652590,4820540,-3.05,-4.01
"103年","科技大樓",4894197,4823317,2.38,1.73
"103年","六張犁",3879124,3796503,-1.22,-2.54
"103年","麟光",1417495,1312300,5.12,4.60
"103年","辛亥",1105361,1035229,3.60,2.39
"103年","萬芳醫院",4671972,4898605,3.03,3.11
"103年","萬芳社區",788475,643399,5.57,4.49
"103年","木柵",1491109,1462255,2.13,1.74
"103年","動物園",3243392,3353415,17.16,17.54
"103年","大直",2877635,2950664,4.65,4.69
"103年","劍南路",3807648,3817472,4.37,4.32
"103年","西湖",4475804,4684867,11.86,12.27
"103年","港墘",4208634,4210880,7.08,6.14
"103年","文德",1781361,1717912,6.13,5.69
"103年","內湖",2658376,2625436,4.65,4.78
"103年","大湖公園",1093007,1054723,13.63,12.41
"103年","葫洲",2591191,2569783,4.83,4.16
"103年","東湖",2711087,2787058,5.35,5.02
"103年","南港軟體園區",495743,501588,26.71,26.01
"103年","南港展覽館BR",5798452,4163178,20.57,26.01
"103年","小碧潭",741055,787149,9.01,7.43
"103年","新店",4220087,3799080,3.61,2.40
"103年","新店區公所",3739174,3872220,2.91,4.03
"103年","七張",5213662,4961612,3.64,4.20
"103年","大坪林",6735483,6584057,5.44,4.32
"103年","景美",5512005,5483279,0.88,1.57
"103年","萬隆",3106830,2934473,4.52,4.73
"103年","公館",10779520,10460344,0.08,0.82
"103年","台電大樓",6877764,6893481,6.43,5.27
"103年","古亭",11420018,11240801,0.95,1.16
"103年","中正紀念堂",9488042,9581902,10.54,11.30
"103年","小南門",1913839,2048809,23.87,21.54
"103年","頂溪",11698182,12039206,4.59,4.15
"103年","永安市場",8764565,8751778,5.57,5.78
"103年","景安",8765520,8590996,4.56,4.54
"103年","南勢角",7066269,6873977,3.95,4.40
"103年","台大醫院",8115528,8570472,1.07,3.19
"103年","台北車站BL",27751805,25056115,-0.61,0.25
"103年","台北車站R",30916494,33134865,4.55,4.93
"103年","中山R",11451209,11920399,5.27,6.37
"103年","雙連",7726286,8275152,2.68,2.73
"103年","民權西路R",5728964,6029257,-3.66,-4.37
"103年","圓山",9570635,9295350,8.52,9.70
"103年","劍潭",13244138,12876643,3.28,2.49
"103年","士林",10226717,10313411,5.29,5.96
"103年","芝山",8106612,8302125,5.79,6.62
"103年","明德",4346328,4145370,1.60,1.22
"103年","石牌",10237046,10639508,2.54,2.56
"103年","唭哩岸",2619653,2412765,1.98,2.01
"103年","奇岩",2884692,2352638,3.28,3.92
"103年","北投",6028626,6456988,2.69,2.72
"103年","新北投",2513565,2395267,4.58,3.81
"103年","復興崗",1248100,1233047,1.18,0.97
"103年","忠義",941442,983945,-3.97,-2.62
"103年","關渡",4198834,4373359,1.27,0.28
"103年","竹圍",3455459,3519483,-1.46,-0.65
"103年","紅樹林",2614141,2540450,0.99,-0.52
"103年","淡水",14762892,14420300,0.49,0.53
"103年","頂埔",0,0,0,0
"103年","永寧",5199962,5218978,-0.24,0.31
"103年","土城",2351721,2313966,2.70,2.16
"103年","海山",6781790,6772135,2.17,2.54
"103年","亞東醫院",6080407,5277305,5.16,6.65
"103年","府中",9759520,9461264,3.56,3.09
"103年","板橋",12774825,13615216,3.67,3.96
"103年","新埔",14091212,12988652,1.30,1.03
"103年","江子翠",8204848,8232716,0.18,0.53
"103年","龍山寺",9793728,9244145,1.48,1.04
"103年","西門",23385630,23716266,8.16,8.56
"103年","善導寺",7244952,7602624,5.84,5.22
"103年","忠孝新生BL",8894180,8587150,3.49,3.03
"103年","忠孝復興BL",16662179,16299353,-0.82,-1.26
"103年","忠孝敦化",13914713,15132029,-1.65,-1.58
"103年","國父紀念館",8304809,9327951,-2.66,-2.70
"103年","市政府",20416791,20779078,-13.42,-13.64
"103年","永春",6944045,6829759,-3.16,-3.26
"103年","後山埤",6944902,6992628,-2.91,-2.75
"103年","昆陽",5193387,5422887,0.71,-0.06
"103年","南港",3510036,3136319,8.62,9.21
"103年","南港展覽館BL",4641638,5679406,10.54,10.75
"103年","象山",2929051,2645394,427.18,358.79
"103年","台北101/世貿",9195555,9321935,586.73,570.72
"103年","信義安和",4443801,4714700,639.45,642.90
"103年","大安R",2157451,2027255,653.83,693.46
"103年","大安森林公園",2336030,2318327,338.66,326.70
"103年","北門",288697,299017,0,0
"103年","中山G",236373,184842,0,0
"103年","松江南京G",231669,159671,0,0
"103年","南京復興G",778757,791673,0,0
"103年","台北小巨蛋",966755,986212,0,0
"103年","南京三民",902693,932252,0,0
"103年","松山",1246413,1243181,0,0
"103年","輔大",3748781,4027819,-25.02,-20.96
"103年","新莊",3363616,3622073,13.08,12.79
"103年","頭前庄",1759182,1626017,10.71,2.97
"103年","先嗇宮",1247245,1185737,13.79,13.95
"103年","三重",1274315,1228284,14.20,13.15
"103年","菜寮",2802114,2672765,14.80,14.86
"103年","台北橋",2703318,2779957,15.45,13.75
"103年","大橋頭",4108694,3470473,11.71,9.39
"103年","民權西路O",3235047,2442524,6.10,12.10
"103年","中山國小",5097330,5104553,9.98,9.92
"103年","行天宮",8301634,8831753,12.09,11.09
"103年","松江南京O",10038337,10914289,11.22,11.39
"103年","忠孝新生O",2006576,2022035,-3.33,-1.26
"103年","東門",7575703,7814436,16.73,15.97
"103年","蘆洲",3887218,3604237,6.11,5.07
"103年","三民高中",3952320,3928263,6.32,6.89
"103年","徐匯中學",3927330,4036679,7.73,7.22
"103年","三和國中",3813006,3614539,7.95,7.92
"103年","三重國小",3743388,3710314,8.08,7.67
"103年","迴龍",2612480,2509663,124.43,119.57
"103年","丹鳳",2648973,2349267,132.74,133.18
"103年","大坪林Y",0,0,0,0
"103年","十四張",0,0,0,0
"103年","秀朗橋",0,0,0,0
"103年","景平",0,0,0,0
"103年","景安Y",0,0,0,0
"103年","中和",0,0,0,0
"103年","橋和",0,0,0,0
"103年","中原",0,0,0,0
"103年","板新",0,0,0,0
"103年","板橋Y",0,0,0,0
"103年","新埔民生",0,0,0,0
"103年","頭前庄Y",0,0,0,0
"103年","幸福",0,0,0,0
"103年","新北產業園區",0,0,0,0
"103年","一日票",344,344,-71.52,-71.52
"103年","團體票",416935,416935,-11.54,-11.54
"103年","其他",345650,345650,-8.09,-8.09
"104年","松山機場",2052225,1941615,4.84,4.56
"104年","中山國中",5340245,5188030,0.86,1.59
"104年","南京復興BR",4840107,5059272,-31.23,-34.23
"104年","忠孝復興BR",2241681,2707415,-2.77,-4.66
"104年","大安BR",4863870,4952664,4.54,2.74
"104年","科技大樓",5010298,4919458,2.37,1.99
"104年","六張犁",3892950,3810615,0.36,0.37
"104年","麟光",1455096,1347152,2.65,2.66
"104年","辛亥",1116100,1036427,0.97,0.12
"104年","萬芳醫院",4735905,4936632,1.37,0.78
"104年","萬芳社區",827258,679263,4.92,5.57
"104年","木柵",1496119,1468174,0.34,0.40
"104年","動物園",2967605,3044382,-8.50,-9.22
"104年","大直",3237958,3299642,12.52,11.83
"104年","劍南路",3972544,4019345,4.33,5.29
"104年","西湖",4821360,5049691,7.72,7.79
"104年","港墘",4530990,4512517,7.66,7.16
"104年","文德",1856773,1802851,4.23,4.94
"104年","內湖",2828407,2771019,6.40,5.55
"104年","大湖公園",1214462,1175326,11.11,11.43
"104年","葫洲",2724972,2697329,5.16,4.96
"104年","東湖",2806697,2860152,3.53,2.62
"104年","南港軟體園區",1200524,1153195,142.17,129.91
"104年","南港展覽館BR",5728174,4140181,-1.21,-0.55
"104年","小碧潭",792074,834549,6.88,6.02
"104年","新店",4322178,3864465,2.42,1.72
"104年","新店區公所",3880643,4034552,3.78,4.19
"104年","七張",5479218,5252243,5.09,5.86
"104年","大坪林",6975406,6794465,3.56,3.20
"104年","景美",5578204,5565966,1.20,1.51
"104年","萬隆",3280867,3095697,5.60,5.49
"104年","公館",10752281,10484665,-0.25,0.23
"104年","台電大樓",6827333,6900796,-0.73,0.11
"104年","古亭",11193846,11127515,-1.98,-1.01
"104年","中正紀念堂",9946213,9909434,4.83,3.42
"104年","小南門",2493233,2628119,30.27,28.28
"104年","頂溪",12084506,12397310,3.30,2.97
"104年","永安市場",8970055,8986278,2.34,2.68
"104年","景安",8834729,8602761,0.79,0.14
"104年","南勢角",7270801,7078806,2.89,2.98
"104年","台大醫院",7569162,8029476,-6.73,-6.31
"104年","台北車站BL",26997868,24280186,-2.72,-3.10
"104年","台北車站R",29504369,32261216,-4.57,-2.64
"104年","中山R",11224898,11872807,-1.98,-0.40
"104年","雙連",7516649,8050997,-2.71,-2.71
"104年","民權西路R",5300332,5578801,-7.48,-7.47
"104年","圓山",9691964,9625107,1.27,3.55
"104年","劍潭",13430667,12982237,1.41,0.82
"104年","士林",10456837,10631565,2.25,3.08
"104年","芝山",8310863,8450270,2.52,1.78
"104年","明德",4312976,4115461,-0.77,-0.72
"104年","石牌",10316686,10731425,0.78,0.86
"104年","唭哩岸",2657093,2460145,1.43,1.96
"104年","奇岩",2968257,2443992,2.90,3.88
"104年","北投",5996428,6435609,-0.53,-0.33
"104年","新北投",2593562,2469669,3.18,3.11
"104年","復興崗",1246894,1223170,-0.10,-0.80
"104年","忠義",916640,968832,-2.63,-1.54
"104年","關渡",4175025,4322316,-0.57,-1.17
"104年","竹圍",3397716,3489233,-1.67,-0.86
"104年","紅樹林",2653185,2570229,1.49,1.17
"104年","淡水",14612262,14237028,-1.02,-1.27
"104年","頂埔",1088269,1028148,0,0
"104年","永寧",4895214,4981894,-5.86,-4.54
"104年","土城",2412169,2375424,2.57,2.66
"104年","海山",6970586,6986841,2.78,3.17
"104年","亞東醫院",6653007,5932751,9.42,12.42
"104年","府中",10093575,9727495,3.42,2.81
"104年","板橋",13524814,14430866,5.87,5.99
"104年","新埔",14419634,13263561,2.33,2.12
"104年","江子翠",8521906,8597630,3.86,4.43
