"統計期","捷運站別","進站人次","出站人次","進站人次增減率[%]","出站人次增減率[%]"
"90年","雙連",4531692,4803138,6.06,4.21
"90年","民權西路R",7730419,7929631,13.77,12.46
"90年","圓山",4618480,4855528,5.74,8.14
"90年","劍潭",7748807,8086668,11.14,9.70
"90年","士林",6858099,7298746,0.82,-2.16
"90年","芝山",4569259,4262826,-1.73,-0.31
"90年","明德",3387904,3130942,1.84,2.30
"90年","石牌",6593364,6811864,2.42,2.87
"90年","唭哩岸",1930681,1743430,-1.64,-2.05
"90年","奇岩",2047978,1451526,6.55,3.85
"90年","北投",3958809,4454020,-0.02,5.23
"90年","新北投",1493365,1196984,-8.58,-16.11
"90年","復興崗",786669,771965,-5.80,-4.73
"90年","忠義",911077,954713,8.35,11.40
"90年","關渡",2401056,2470198,5.96,4.08
"90年","竹圍",2543779,2495372,0.57,1.55
"90年","紅樹林",1520783,1647971,4.86,12.38
"90年","淡水",9662604,9702620,2.91,1.15
"90年","頂埔",0,0,0,0
"90年","永寧",0,0,0,0
"90年","土城",0,0,0,0
"90年","海山",0,0,0,0
"90年","亞東醫院",0,0,0,0
"90年","府中",0,0,0,0
"90年","板橋",0,0,0,0
"90年","新埔",10218402,9703765,224.98,216.13
"90年","江子翠",3816975,3667499,204.21,207.31
"90年","龍山寺",4265579,4653181,-27.39,-25.62
"90年","西門",11916356,12110677,11.93,14.08
"90年","善導寺",3045422,3047067,2.62,4.89
"90年","忠孝新生BL",3980611,4636378,15.77,20.23
"90年","忠孝復興BL",7920500,8057528,13.93,18.50
"90年","忠孝敦化",6459947,7070676,1.90,3.54
"90年","國父紀念館",3548033,3773785,-1.51,-2.93
"90年","市政府",6001079,6232424,-32.80,-32.34
"90年","永春",2988008,2934657,11258.22,13209.71
"90年","後山埤",2485926,2289840,11985.79,12652.51
"90年","昆陽",3785473,4038743,13564.98,14630.26
"90年","南港",0,0,0,0
"90年","南港展覽館BL",0,0,0,0
"90年","象山",0,0,0,0
"90年","台北101/世貿",0,0,0,0
"90年","信義安和",0,0,0,0
"90年","大安R",0,0,0,0
"90年","大安森林公園",0,0,0,0
"90年","北門",0,0,0,0
"90年","中山G",0,0,0,0
"90年","松江南京G",0,0,0,0
"90年","南京復興G",0,0,0,0
"90年","台北小巨蛋",0,0,0,0
"90年","南京三民",0,0,0,0
"90年","松山",0,0,0,0
"90年","輔大",0,0,0,0
"90年","新莊",0,0,0,0
"90年","頭前庄",0,0,0,0
"90年","先嗇宮",0,0,0,0
"90年","三重",0,0,0,0
"90年","菜寮",0,0,0,0
"90年","台北橋",0,0,0,0
"90年","大橋頭",0,0,0,0
"90年","民權西路O",0,0,0,0
"90年","中山國小",0,0,0,0
"90年","行天宮",0,0,0,0
"90年","松江南京O",0,0,0,0
"90年","忠孝新生O",0,0,0,0
"90年","東門",0,0,0,0
"90年","蘆洲",0,0,0,0
"90年","三民高中",0,0,0,0
"90年","徐匯中學",0,0,0,0
"90年","三和國中",0,0,0,0
"90年","三重國小",0,0,0,0
"90年","迴龍",0,0,0,0
"90年","丹鳳",0,0,0,0
"90年","大坪林Y",0,0,0,0
"90年","十四張",0,0,0,0
"90年","秀朗橋",0,0,0,0
"90年","景平",0,0,0,0
"90年","景安Y",0,0,0,0
"90年","中和",0,0,0,0
"90年","橋和",0,0,0,0
"90年","中原",0,0,0,0
"90年","板新",0,0,0,0
"90年","板橋Y",0,0,0,0
"90年","新埔民生",0,0,0,0
"90年","頭前庄Y",0,0,0,0
"90年","幸福",0,0,0,0
"90年","新北產業園區",0,0,0,0
"90年","一日票",6681647,6681647,68.31,68.31
"90年","團體票",0,0,0,0
"90年","其他",0,0,0,0
"91年","松山機場",0,0,0,0
"91年","中山國中",5369153,4892008,5.59,3.73
"91年","南京復興BR",5845098,5940746,3.98,2.56
"91年","忠孝復興BR",1456692,1457101,-20.53,-25.93
"91年","大安BR",4077080,4097117,7.30,6.36
"91年","科技大樓",3341644,3132517,5.95,5.01
"91年","六張犁",3003685,2775506,5.17,4.93
"91年","麟光",1151351,1031942,4.54,4.55
"91年","辛亥",945598,796321,1.41,-0.92
"91年","萬芳醫院",3758193,4011738,8.05,7.78
"91年","萬芳社區",780690,625896,1.87,-1.41
"91年","木柵",1522231,1573921,4.20,0.49
"91年","動物園",1985303,2010275,0.68,-3.63
"91年","大直",0,0,0,0
"91年","劍南路",0,0,0,0
"91年","西湖",0,0,0,0
"91年","港墘",0,0,0,0
"91年","文德",0,0,0,0
"91年","內湖",0,0,0,0
"91年","大湖公園",0,0,0,0
"91年","葫洲",0,0,0,0
"91年","東湖",0,0,0,0
"91年","南港軟體園區",0,0,0,0
"91年","南港展覽館BR",0,0,0,0
"91年","小碧潭",0,0,0,0
"91年","新店",3071021,2777262,9.63,7.14
"91年","新店區公所",2711300,2800803,7.65,9.38
"91年","七張",3900369,3604586,5.63,6.06
"91年","大坪林",4151637,3852110,9.62,10.25
"91年","景美",4143673,4270012,8.82,9.68
"91年","萬隆",2301866,2073454,6.34,5.77
"91年","公館",7456514,8155321,8.42,8.15
"91年","台電大樓",3798781,3477353,13.14,12.75
"91年","古亭",7543490,7610043,5.02,4.09
"91年","中正紀念堂",6719345,6386095,5.88,4.81
"91年","小南門",1093522,1071476,17.43,17.06
"91年","頂溪",7560006,8103856,8.05,7.71
"91年","永安市場",4947575,4882351,7.98,7.59
"91年","景安",4623343,4659778,6.99,11.71
"91年","南勢角",5199693,4968026,6.94,5.18
"91年","台大醫院",7258398,7351350,-9.95,-11.08
"91年","台北車站BL",33569406,31799433,15.08,18.38
"91年","台北車站R",0,0,0,0
"91年","中山R",9065270,9271275,2.00,1.16
"91年","雙連",5114735,5443053,12.87,13.32
"91年","民權西路R",8766131,8838286,13.40,11.46
"91年","圓山",5211506,5546477,12.84,14.23
"91年","劍潭",9030302,9135394,16.54,12.97
"91年","士林",6982927,7532990,1.82,3.21
"91年","芝山",4767650,4464475,4.34,4.73
"91年","明德",3609435,3357305,6.54,7.23
"91年","石牌",7163718,7447494,8.65,9.33
"91年","唭哩岸",1997564,1790974,3.46,2.73
"91年","奇岩",2206304,1526715,7.73,5.18
"91年","北投",4274681,4801395,7.98,7.80
"91年","新北投",1473611,1148411,-1.32,-4.06
"91年","復興崗",802924,780409,2.07,1.09
"91年","忠義",914240,979340,0.35,2.58
"91年","關渡",2735554,2743370,13.93,11.06
"91年","竹圍",2600865,2547242,2.24,2.08
"91年","紅樹林",1646453,1792019,8.26,8.74
"91年","淡水",10084136,9969341,4.36,2.75
"91年","頂埔",0,0,0,0
"91年","永寧",0,0,0,0
"91年","土城",0,0,0,0
"91年","海山",0,0,0,0
"91年","亞東醫院",0,0,0,0
"91年","府中",0,0,0,0
"91年","板橋",0,0,0,0
"91年","新埔",13478637,12648170,31.91,30.34
"91年","江子翠",4837082,5192917,26.73,41.59
"91年","龍山寺",4947812,5356320,15.99,15.11
"91年","西門",13729536,14249620,15.22,17.66
"91年","善導寺",3911378,3920622,28.43,28.67
"91年","忠孝新生BL",4987513,5109286,25.30,10.20
"91年","忠孝復興BL",9620503,10565893,21.46,31.13
"91年","忠孝敦化",7732870,8424115,19.70,19.14
"91年","國父紀念館",4787236,5133211,34.93,36.02
"91年","市政府",8316358,8290894,38.58,33.03
"91年","永春",4384577,4241458,46.74,44.53
"91年","後山埤",3548477,3238811,42.74,41.44
"91年","昆陽",5535034,5875997,46.22,45.49
"91年","南港",0,0,0,0
"91年","南港展覽館BL",0,0,0,0
"91年","象山",0,0,0,0
"91年","台北101/世貿",0,0,0,0
"91年","信義安和",0,0,0,0
"91年","大安R",0,0,0,0
"91年","大安森林公園",0,0,0,0
"91年","北門",0,0,0,0
"91年","中山G",0,0,0,0
"91年","松江南京G",0,0,0,0
"91年","南京復興G",0,0,0,0
"91年","台北小巨蛋",0,0,0,0
"91年","南京三民",0,0,0,0
"91年","松山",0,0,0,0
"91年","輔大",0,0,0,0
"91年","新莊",0,0,0,0
"91年","頭前庄",0,0,0,0
"91年","先嗇宮",0,0,0,0
"91年","三重",0,0,0,0
"91年","菜寮",0,0,0,0
"91年","台北橋",0,0,0,0
"91年","大橋頭",0,0,0,0
"91年","民權西路O",0,0,0,0
"91年","中山國小",0,0,0,0
"91年","行天宮",0,0,0,0
"91年","松江南京O",0,0,0,0
"91年","忠孝新生O",0,0,0,0
"91年","東門",0,0,0,0
"91年","蘆洲",0,0,0,0
"91年","三民高中",0,0,0,0
"91年","徐匯中學",0,0,0,0
"91年","三和國中",0,0,0,0
"91年","三重國小",0,0,0,0
"91年","迴龍",0,0,0,0
"91年","丹鳳",0,0,0,0
"91年","大坪林Y",0,0,0,0
"91年","十四張",0,0,0,0
"91年","秀朗橋",0,0,0,0
"91年","景平",0,0,0,0
"91年","景安Y",0,0,0,0
"91年","中和",0,0,0,0
"91年","橋和",0,0,0,0
"91年","中原",0,0,0,0
"91年","板新",0,0,0,0
"91年","板橋Y",0,0,0,0
"91年","新埔民生",0,0,0,0
"91年","頭前庄Y",0,0,0,0
"91年","幸福",0,0,0,0
"91年","新北產業園區",0,0,0,0
"91年","一日票",2609449,2609449,-60.95,-60.95
"91年","團體票",0,0,0,0
"91年","其他",0,0,0,0
"92年","松山機場",0,0,0,0
"92年","中山國中",5000749,4632645,-6.86,-5.30
"92年","南京復興BR",5398914,5622396,-7.63,-5.36
"92年","忠孝復興BR",1247456,1231205,-14.36,-15.50
"92年","大安BR",3855458,3877485,-5.44,-5.36
"92年","科技大樓",3133583,2945999,-6.23,-5.95
"92年","六張犁",2753713,2568941,-8.32,-7.44
"92年","麟光",1061280,941585,-7.82,-8.76
"92年","辛亥",874710,733512,-7.50,-7.89
"92年","萬芳醫院",3459305,3744026,-7.95,-6.67
"92年","萬芳社區",684050,537212,-12.38,-14.17
"92年","木柵",1410792,1456702,-7.32,-7.45
"92年","動物園",1746860,1753216,-12.01,-12.79
"92年","大直",0,0,0,0
"92年","劍南路",0,0,0,0
"92年","西湖",0,0,0,0
"92年","港墘",0,0,0,0
"92年","文德",0,0,0,0
"92年","內湖",0,0,0,0
"92年","大湖公園",0,0,0,0
"92年","葫洲",0,0,0,0
"92年","東湖",0,0,0,0
"92年","南港軟體園區",0,0,0,0
"92年","南港展覽館BR",0,0,0,0
"92年","小碧潭",0,0,0,0
"92年","新店",2985888,2691374,-2.77,-3.09
"92年","新店區公所",2622678,2716712,-3.27,-3.00
"92年","七張",3781168,3470315,-3.06,-3.73
"92年","大坪林",4271015,3961617,2.88,2.84
"92年","景美",4079753,4189782,-1.54,-1.88
"92年","萬隆",2213310,1965766,-3.85,-5.19
"92年","公館",7233072,7975454,-3.00,-2.21
"92年","台電大樓",3678938,3345632,-3.15,-3.79
"92年","古亭",7271899,7322216,-3.60,-3.78
"92年","中正紀念堂",6526226,6102299,-2.87,-4.44
"92年","小南門",1078102,1047320,-1.41,-2.25
"92年","頂溪",7545339,7959566,-0.19,-1.78
"92年","永安市場",4841661,4687250,-2.14,-4.00
"92年","景安",4572897,4475588,-1.09,-3.95
"92年","南勢角",5055138,4766583,-2.78,-4.05
"92年","台大醫院",6373239,6474176,-12.19,-11.93
"92年","台北車站BL",20357231,31850327,-39.36,0.16
"92年","台北車站R",12103658,0,0,0
"92年","中山R",9155830,9666757,1.00,4.27
"92年","雙連",4959435,5284742,-3.04,-2.91
"92年","民權西路R",8252169,8447651,-5.86,-4.42
"92年","圓山",5638007,5906080,8.18,6.48
"92年","劍潭",9320361,9413267,3.21,3.04
"92年","士林",6588497,7084633,-5.65,-5.95
"92年","芝山",4540000,4232770,-4.77,-5.19
"92年","明德",3492989,3214540,-3.23,-4.25
"92年","石牌",6850636,7098566,-4.37,-4.69
"92年","唭哩岸",1944718,1730712,-2.65,-3.36
"92年","奇岩",2152216,1492534,-2.45,-2.24
"92年","北投",4168321,4721390,-2.49,-1.67
"92年","新北投",1350362,1042326,-8.36,-9.24
"92年","復興崗",786418,761761,-2.06,-2.39
"92年","忠義",880496,919555,-3.69,-6.10
"92年","關渡",2858174,2918399,4.48,6.38
"92年","竹圍",2437666,2396929,-6.27,-5.90
"92年","紅樹林",1708373,1830942,3.76,2.17
"92年","淡水",9876086,9777859,-2.06,-1.92
"92年","頂埔",0,0,0,0
"92年","永寧",0,0,0,0
"92年","土城",0,0,0,0
"92年","海山",0,0,0,0
"92年","亞東醫院",0,0,0,0
"92年","府中",0,0,0,0
"92年","板橋",0,0,0,0
"92年","新埔",14152037,13053481,5.00,3.20
"92年","江子翠",4972487,4800891,2.80,-7.55
"92年","龍山寺",4777920,5237391,-3.43,-2.22
"92年","西門",12813222,13388740,-6.67,-6.04
"92年","善導寺",3944067,3982298,0.84,1.57
"92年","忠孝新生BL",4780834,5003122,-4.14,-2.08
"92年","忠孝復興BL",9257682,9293582,-3.77,-12.04
"92年","忠孝敦化",7471276,8347058,-3.38,-0.91
"92年","國父紀念館",4536717,4795401,-5.23,-6.58
"92年","市政府",8720708,8860134,4.86,6.87
"92年","永春",4507665,4292723,2.81,1.21
"92年","後山埤",3677614,3344917,3.64,3.28
"92年","昆陽",6293239,6696252,13.70,13.96
"92年","南港",0,0,0,0
"92年","南港展覽館BL",0,0,0,0
"92年","象山",0,0,0,0
"92年","台北101/世貿",0,0,0,0
"92年","信義安和",0,0,0,0
"92年","大安R",0,0,0,0
"92年","大安森林公園",0,0,0,0
"92年","北門",0,0,0,0
"92年","中山G",0,0,0,0
"92年","松江南京G",0,0,0,0
"92年","南京復興G",0,0,0,0
"92年","台北小巨蛋",0,0,0,0
"92年","南京三民",0,0,0,0
"92年","松山",0,0,0,0
"92年","輔大",0,0,0,0
"92年","新莊",0,0,0,0
"92年","頭前庄",0,0,0,0
"92年","先嗇宮",0,0,0,0
"92年","三重",0,0,0,0
"92年","菜寮",0,0,0,0
"92年","台北橋",0,0,0,0
"92年","大橋頭",0,0,0,0
"92年","民權西路O",0,0,0,0
"92年","中山國小",0,0,0,0
"92年","行天宮",0,0,0,0
"92年","松江南京O",0,0,0,0
"92年","忠孝新生O",0,0,0,0
"92年","東門",0,0,0,0
"92年","蘆洲",0,0,0,0
"92年","三民高中",0,0,0,0
"92年","徐匯中學",0,0,0,0
"92年","三和國中",0,0,0,0
"92年","三重國小",0,0,0,0
"92年","迴龍",0,0,0,0
"92年","丹鳳",0,0,0,0
"92年","大坪林Y",0,0,0,0
"92年","十四張",0,0,0,0
"92年","秀朗橋",0,0,0,0
"92年","景平",0,0,0,0
"92年","景安Y",0,0,0,0
"92年","中和",0,0,0,0
"92年","橋和",0,0,0,0
"92年","中原",0,0,0,0
"92年","板新",0,0,0,0
"92年","板橋Y",0,0,0,0
"92年","新埔民生",0,0,0,0
"92年","頭前庄Y",0,0,0,0
"92年","幸福",0,0,0,0
"92年","新北產業園區",0,0,0,0
"92年","一日票",1938089,1938089,-25.73,-25.73
"92年","團體票",0,0,0,0
"92年","其他",0,0,0,0
"93年","松山機場",0,0,0,0
"93年","中山國中",5145391,4811129,2.89,3.85
"93年","南京復興BR",5679430,6019077,5.20,7.06
"93年","忠孝復興BR",1218366,1185381,-2.33,-3.72
"93年","大安BR",4008847,4101213,3.98,5.77
"93年","科技大樓",3249352,3157284,3.69,7.17
"93年","六張犁",2856015,2734822,3.72,6.46
"93年","麟光",1069744,984340,0.80,4.54
"93年","辛亥",896888,793005,2.54,8.11
"93年","萬芳醫院",3685761,3942768,6.55,5.31
"93年","萬芳社區",691947,569804,1.15,6.07
"93年","木柵",1453059,1489974,3.00,2.28
"93年","動物園",1795005,1780498,2.76,1.56
"93年","大直",0,0,0,0
"93年","劍南路",0,0,0,0
"93年","西湖",0,0,0,0
"93年","港墘",0,0,0,0
"93年","文德",0,0,0,0
"93年","內湖",0,0,0,0
"93年","大湖公園",0,0,0,0
"93年","葫洲",0,0,0,0
"93年","東湖",0,0,0,0
"93年","南港軟體園區",0,0,0,0
"93年","南港展覽館BR",0,0,0,0
"93年","小碧潭",195070,197650,0,0
"93年","新店",3212412,2953884,7.59,9.75
"93年","新店區公所",2787537,2943818,6.29,8.36
"93年","七張",4081115,3814777,7.93,9.93
"93年","大坪林",4728765,4469787,10.72,12.83
"93年","景美",4509780,4606673,10.54,9.95
"93年","萬隆",2352016,2184874,6.27,11.15
"93年","公館",8252244,8536501,14.09,7.03
"93年","台電大樓",4026903,3762369,9.46,12.46
"93年","古亭",7995431,8032624,9.95,9.70
"93年","中正紀念堂",7058656,6728330,8.16,10.26
"93年","小南門",1169611,1179329,8.49,12.60
"93年","頂溪",8399376,8705858,11.32,9.38
"93年","永安市場",5319045,5270287,9.86,12.44
"93年","景安",5198640,5077832,13.68,13.46
"93年","南勢角",5416862,5178622,7.16,8.64
"93年","台大醫院",7226400,7298699,13.39,12.74
"93年","台北車站BL",22027637,21062580,8.21,-33.87
"93年","台北車站R",13994800,14283598,15.62,0
"93年","中山R",10334476,10749939,12.87,11.21
"93年","雙連",5667692,6068424,14.28,14.83
"93年","民權西路R",8916244,8897476,8.05,5.32
"93年","圓山",6574561,6659518,16.61,12.76
"93年","劍潭",10604231,10496448,13.77,11.51
"93年","士林",7169191,7583642,8.81,7.04
"93年","芝山",4787252,4639945,5.45,9.62
"93年","明德",3766940,3518117,7.84,9.44
"93年","石牌",7507489,7836287,9.59,10.39
"93年","唭哩岸",2047816,1851006,5.30,6.95
"93年","奇岩",2321500,1624879,7.87,8.87
"93年","北投",4568153,5132570,9.59,8.71
"93年","新北投",1269498,1060867,-5.99,1.78
"93年","復興崗",857798,834468,9.08,9.54
"93年","忠義",899355,940897,2.14,2.32
"93年","關渡",3228287,3306101,12.95,13.28
"93年","竹圍",2662035,2625254,9.20,9.53
"93年","紅樹林",1875719,1969238,9.80,7.55
"93年","淡水",10623340,10529133,7.57,7.68
"93年","頂埔",0,0,0,0
"93年","永寧",0,0,0,0
"93年","土城",0,0,0,0
"93年","海山",0,0,0,0
"93年","亞東醫院",0,0,0,0
"93年","府中",0,0,0,0
"93年","板橋",0,0,0,0
"93年","新埔",16232699,14978512,14.70,14.75
"93年","江子翠",5515691,5497223,10.92,14.50
"93年","龍山寺",5584016,5801664,16.87,10.77
"93年","西門",14521265,14744595,13.33,10.13
"93年","善導寺",4188695,4382881,6.20,10.06
"93年","忠孝新生BL",5363850,5645839,12.19,12.85
"93年","忠孝復興BL",10331238,10363627,11.60,11.51
"93年","忠孝敦化",8272336,9244202,10.72,10.75
"93年","國父紀念館",4922905,5287411,8.51,10.26
"93年","市政府",10733549,11120612,23.08,25.51
"93年","永春",4922283,4812064,9.20,12.10
"93年","後山埤",4164195,3907601,13.23,16.82
"93年","昆陽",7980850,8149427,26.82,21.70
"93年","南港",0,0,0,0
"93年","南港展覽館BL",0,0,0,0
"93年","象山",0,0,0,0
"93年","台北101/世貿",0,0,0,0
"93年","信義安和",0,0,0,0
"93年","大安R",0,0,0,0
"93年","大安森林公園",0,0,0,0
"93年","北門",0,0,0,0
"93年","中山G",0,0,0,0
"93年","松江南京G",0,0,0,0
"93年","南京復興G",0,0,0,0
"93年","台北小巨蛋",0,0,0,0
"93年","南京三民",0,0,0,0
"93年","松山",0,0,0,0
"93年","輔大",0,0,0,0
"93年","新莊",0,0,0,0
"93年","頭前庄",0,0,0,0
"93年","先嗇宮",0,0,0,0
"93年","三重",0,0,0,0
"93年","菜寮",0,0,0,0
"93年","台北橋",0,0,0,0
"93年","大橋頭",0,0,0,0
"93年","民權西路O",0,0,0,0
"93年","中山國小",0,0,0,0
"93年","行天宮",0,0,0,0
"93年","松江南京O",0,0,0,0
"93年","忠孝新生O",0,0,0,0
"93年","東門",0,0,0,0
"93年","蘆洲",0,0,0,0
"93年","三民高中",0,0,0,0
"93年","徐匯中學",0,0,0,0
"93年","三和國中",0,0,0,0
"93年","三重國小",0,0,0,0
"93年","迴龍",0,0,0,0
"93年","丹鳳",0,0,0,0
"93年","大坪林Y",0,0,0,0
"93年","十四張",0,0,0,0
"93年","秀朗橋",0,0,0,0
"93年","景平",0,0,0,0
"93年","景安Y",0,0,0,0
"93年","中和",0,0,0,0
"93年","橋和",0,0,0,0
"93年","中原",0,0,0,0
"93年","板新",0,0,0,0
"93年","板橋Y",0,0,0,0
"93年","新埔民生",0,0,0,0
"93年","頭前庄Y",0,0,0,0
"93年","幸福",0,0,0,0
"93年","新北產業園區",0,0,0,0
"93年","一日票",1858182,1858182,-4.12,-4.12
"93年","團體票",0,0,0,0
"93年","其他",0,0,0,0
"94年","松山機場",0,0,0,0
"94年","中山國中",5210923,4870576,1.27,1.24
"94年","南京復興BR",5698306,6086385,0.33,1.12
"94年","忠孝復興BR",1011790,1045188,-16.96,-11.83
"94年","大安BR",3957156,4081384,-1.29,-0.48
"94年","科技大樓",3229032,3185937,-0.63,0.91
"94年","六張犁",2885125,2765534,1.02,1.12
"94年","麟光",1047098,981619,-2.12,-0.28
"94年","辛亥",865583,770028,-3.49,-2.90
"94年","萬芳醫院",3631820,3873589,-1.46,-1.75
"94年","萬芳社區",658537,552349,-4.83,-3.06
"94年","木柵",1358610,1425237,-6.50,-4.34
"94年","動物園",1734858,1698304,-3.35,-4.62
"94年","大直",0,0,0,0
"94年","劍南路",0,0,0,0
"94年","西湖",0,0,0,0
"94年","港墘",0,0,0,0
"94年","文德",0,0,0,0
"94年","內湖",0,0,0,0
"94年","大湖公園",0,0,0,0
"94年","葫洲",0,0,0,0
"94年","東湖",0,0,0,0
"94年","南港軟體園區",0,0,0,0
"94年","南港展覽館BR",0,0,0,0
"94年","小碧潭",628710,633485,222.30,220.51
"94年","新店",3145535,2954634,-2.08,0.03
"94年","新店區公所",2951549,3021745,5.88,2.65
"94年","七張",4045108,3844107,-0.88,0.77
"94年","大坪林",4934084,4684683,4.34,4.81
"94年","景美",4703447,4773665,4.29,3.63
"94年","萬隆",2357705,2216423,0.24,1.44
"94年","公館",8511550,8686994,3.14,1.76
"94年","台電大樓",4162606,3943354,3.37,4.81
"94年","古亭",8300374,8349428,3.81,3.94
"94年","中正紀念堂",6737652,6488628,-4.55,-3.56
"94年","小南門",1204961,1236931,3.02,4.88
"94年","頂溪",8563204,8888038,1.95,2.09
"94年","永安市場",5490090,5424942,3.22,2.93
"94年","景安",5508834,5406055,5.97,6.46
"94年","南勢角",5462761,5239047,0.85,1.17
"94年","台大醫院",7363681,7416134,1.90,1.61
"94年","台北車站BL",22570573,21883694,2.46,3.90
"94年","台北車站R",14757550,14754245,5.45,3.30
"94年","中山R",10700888,11116499,3.55,3.41
"94年","雙連",5853091,6325998,3.27,4.24
"94年","民權西路R",9160041,9139046,2.73,2.72
"94年","圓山",7032802,6937637,6.97,4.18
"94年","劍潭",10840516,10821122,2.23,3.09
"94年","士林",7252927,7530620,1.17,-0.70
"94年","芝山",4973779,4847178,3.90,4.47
"94年","明德",3845596,3593476,2.09,2.14
"94年","石牌",7630891,8010571,1.64,2.22
"94年","唭哩岸",2099747,1898601,2.54,2.57
"94年","奇岩",2348321,1621778,1.16,-0.19
"94年","北投",4702466,5291832,2.94,3.10
"94年","新北投",1243155,1070267,-2.08,0.89
"94年","復興崗",880655,861139,2.66,3.20
"94年","忠義",871487,908019,-3.10,-3.49
"94年","關渡",3416781,3538092,5.84,7.02
"94年","竹圍",2688831,2673774,1.01,1.85
"94年","紅樹林",1882178,1957989,0.34,-0.57
"94年","淡水",10884842,10750385,2.46,2.10
"94年","頂埔",0,0,0,0
"94年","永寧",0,0,0,0
"94年","土城",0,0,0,0
"94年","海山",0,0,0,0
"94年","亞東醫院",0,0,0,0
"94年","府中",0,0,0,0
"94年","板橋",0,0,0,0
"94年","新埔",17373426,15966779,7.03,6.60
"94年","江子翠",5840680,5788861,5.89,5.31
"94年","龍山寺",6261051,6295157,12.12,8.51
"94年","西門",15202791,15356716,4.69,4.15
"94年","善導寺",4383054,4650606,4.64,6.11
"94年","忠孝新生BL",5348970,5668673,-0.28,0.40
"94年","忠孝復興BL",11046621,11048342,6.92,6.61
"94年","忠孝敦化",8676445,9718846,4.89,5.13
"94年","國父紀念館",5095229,5519291,3.50,4.39
"94年","市政府",11171801,11503274,4.08,3.44
"94年","永春",4945643,4822190,0.47,0.21
"94年","後山埤",4418670,4212052,6.11,7.79
"94年","昆陽",8350260,8485275,4.63,4.12
"94年","南港",0,0,0,0
"94年","南港展覽館BL",0,0,0,0
"94年","象山",0,0,0,0
"94年","台北101/世貿",0,0,0,0
"94年","信義安和",0,0,0,0
"94年","大安R",0,0,0,0
"94年","大安森林公園",0,0,0,0
"94年","北門",0,0,0,0
"94年","中山G",0,0,0,0
"94年","松江南京G",0,0,0,0
"94年","南京復興G",0,0,0,0
"94年","台北小巨蛋",0,0,0,0
"94年","南京三民",0,0,0,0
"94年","松山",0,0,0,0
"94年","輔大",0,0,0,0
"94年","新莊",0,0,0,0
"94年","頭前庄",0,0,0,0
"94年","先嗇宮",0,0,0,0
"94年","三重",0,0,0,0
"94年","菜寮",0,0,0,0
"94年","台北橋",0,0,0,0
"94年","大橋頭",0,0,0,0
"94年","民權西路O",0,0,0,0
"94年","中山國小",0,0,0,0
"94年","行天宮",0,0,0,0
"94年","松江南京O",0,0,0,0
"94年","忠孝新生O",0,0,0,0
"94年","東門",0,0,0,0
"94年","蘆洲",0,0,0,0
"94年","三民高中",0,0,0,0
"94年","徐匯中學",0,0,0,0
"94年","三和國中",0,0,0,0
"94年","三重國小",0,0,0,0
"94年","迴龍",0,0,0,0
"94年","丹鳳",0,0,0,0
"94年","大坪林Y",0,0,0,0
"94年","十四張",0,0,0,0
"94年","秀朗橋",0,0,0,0
"94年","景平",0,0,0,0
"94年","景安Y",0,0,0,0
"94年","中和",0,0,0,0
"94年","橋和",0,0,0,0
"94年","中原",0,0,0,0
"94年","板新",0,0,0,0
"94年","板橋Y",0,0,0,0
"94年","新埔民生",0,0,0,0
"94年","頭前庄Y",0,0,0,0
"94年","幸福",0,0,0,0
"94年","新北產業園區",0,0,0,0
"94年","一日票",1484109,1484109,-20.13,-20.13
"94年","團體票",0,0,0,0
"94年","其他",0,0,0,0
"95年","松山機場",0,0,0,0
"95年","中山國中",5241642,4895856,0.59,0.52
"95年","南京復興BR",5821290,6217873,2.16,2.16
"95年","忠孝復興BR",946554,983570,-6.45,-5.90
"95年","大安BR",3890287,4016411,-1.69,-1.59
"95年","科技大樓",3307570,3278183,2.43,2.90
"95年","六張犁",2897602,2821734,0.43,2.03
"95年","麟光",1052413,998244,0.51,1.69
"95年","辛亥",861672,780028,-0.45,1.30
"95年","萬芳醫院",3610955,3834597,-0.57,-1.01
"95年","萬芳社區",659229,552294,0.11,-0.01
"95年","木柵",1231543,1329332,-9.35,-6.73
"95年","動物園",1775230,1773385,2.33,4.42
"95年","大直",0,0,0,0
"95年","劍南路",0,0,0,0
"95年","西湖",0,0,0,0
"95年","港墘",0,0,0,0
"95年","文德",0,0,0,0
"95年","內湖",0,0,0,0
"95年","大湖公園",0,0,0,0
"95年","葫洲",0,0,0,0
"95年","東湖",0,0,0,0
"95年","南港軟體園區",0,0,0,0
"95年","南港展覽館BR",0,0,0,0
"95年","小碧潭",625073,628343,-0.58,-0.81
"95年","新店",3147222,2930965,0.05,-0.80
"95年","新店區公所",3085112,3083650,4.53,2.05
"95年","七張",4086408,3905312,1.02,1.59
"95年","大坪林",5316594,5068010,7.75,8.18
"95年","景美",4834603,4849838,2.79,1.60
"95年","萬隆",2381474,2251443,1.01,1.58
"95年","公館",8709000,8828885,2.32,1.63
"95年","台電大樓",4393221,4186438,5.54,6.16
"95年","古亭",8414698,8433717,1.38,1.01
"95年","中正紀念堂",7122892,6963371,5.72,7.32
"95年","小南門",1275645,1335216,5.87,7.95
"95年","頂溪",8575059,8968048,0.14,0.90
"95年","永安市場",5786540,5652009,5.40,4.19
"95年","景安",5606697,5549766,1.78,2.66
